"p"
"http://www.w3.org/2002/07/owl#differentFrom"
"http://www.w3.org/2000/01/rdf-schema#seeAlso"
"http://dbpedia.org/property/name"
"http://xmlns.com/foaf/0.1/primaryTopic"
"http://dbpedia.org/ontology/wikiPageWikiLink"
"http://dbpedia.org/ontology/wikiPageRedirects"
"http://dbpedia.org/ontology/wikiPageDisambiguates"
"http://dbpedia.org/property/generalManagers"
"http://dbpedia.org/property/after"
"http://dbpedia.org/property/allWriting"
"http://dbpedia.org/property/architect"
"http://dbpedia.org/property/artist"
"http://dbpedia.org/property/associatedActs"
"http://dbpedia.org/property/author"
"http://dbpedia.org/property/before"
"http://dbpedia.org/property/candidate"
"http://dbpedia.org/property/chairman"
"http://dbpedia.org/property/children"
"http://dbpedia.org/property/creator"
"http://dbpedia.org/property/designer"
"http://dbpedia.org/property/director"
"http://dbpedia.org/property/family"
"http://dbpedia.org/property/first"
"http://dbpedia.org/property/founder"
"http://dbpedia.org/property/gm"
"http://dbpedia.org/property/headCoach"
"http://dbpedia.org/property/keyPeople"
"http://dbpedia.org/property/leader"
"http://dbpedia.org/property/leaderName"
"http://dbpedia.org/property/manager"
"http://dbpedia.org/property/minister"
"http://dbpedia.org/property/note"
"http://dbpedia.org/property/officeholder"
"http://dbpedia.org/property/otherDesigners"
"http://dbpedia.org/property/perp"
"http://dbpedia.org/property/predecessor"
"http://dbpedia.org/property/presenter"
"http://dbpedia.org/property/producer"
"http://dbpedia.org/property/spouse"
"http://dbpedia.org/property/starring"
"http://dbpedia.org/property/successor"
"http://dbpedia.org/property/writer"
"http://dbpedia.org/property/mostWickets"
"http://dbpedia.org/property/opponent"
"http://dbpedia.org/property/chancellor"
"http://dbpedia.org/property/currentmp"
"http://dbpedia.org/property/customarchitect"
"http://dbpedia.org/property/doctoralStudents"
"http://dbpedia.org/property/missionaries"
"http://dbpedia.org/property/relatives"
"http://dbpedia.org/property/nominee"
"http://dbpedia.org/ontology/architect"
"http://dbpedia.org/ontology/artist"
"http://dbpedia.org/ontology/associatedBand"
"http://dbpedia.org/ontology/associatedMusicalArtist"
"http://dbpedia.org/ontology/author"
"http://dbpedia.org/ontology/bandMember"
"http://dbpedia.org/ontology/chairman"
"http://dbpedia.org/ontology/child"
"http://dbpedia.org/ontology/creator"
"http://dbpedia.org/ontology/designer"
"http://dbpedia.org/ontology/director"
"http://dbpedia.org/ontology/formerBandMember"
"http://dbpedia.org/ontology/foundedBy"
"http://dbpedia.org/ontology/keyPerson"
"http://dbpedia.org/ontology/manager"
"http://dbpedia.org/ontology/politician"
"http://dbpedia.org/ontology/predecessor"
"http://dbpedia.org/ontology/presenter"
"http://dbpedia.org/ontology/producer"
"http://dbpedia.org/ontology/spouse"
"http://dbpedia.org/ontology/starring"
"http://dbpedia.org/ontology/successor"
"http://dbpedia.org/ontology/writer"
"http://dbpedia.org/ontology/alongside"
"http://dbpedia.org/ontology/relative"
"http://dbpedia.org/ontology/chancellor"
"http://dbpedia.org/ontology/doctoralStudent"
"http://dbpedia.org/property/holder"
"http://dbpedia.org/property/poleTeam"
"http://dbpedia.org/property/afterElection"
"http://dbpedia.org/property/cinematography"
"http://dbpedia.org/property/club"
"http://dbpedia.org/property/composer"
"http://dbpedia.org/property/distributor"
"http://dbpedia.org/property/editing"
"http://dbpedia.org/property/editor"
"http://dbpedia.org/property/extra"
"http://dbpedia.org/property/inaugural"
"http://dbpedia.org/property/influences"
"http://dbpedia.org/property/judges"
"http://dbpedia.org/property/lyricist"
"http://dbpedia.org/property/lyrics"
"http://dbpedia.org/property/members"
"http://dbpedia.org/property/music"
"http://dbpedia.org/property/parents"
"http://dbpedia.org/property/pastMembers"
"http://dbpedia.org/property/primeminister"
"http://dbpedia.org/property/screenplay"
"http://dbpedia.org/property/story"
"http://dbpedia.org/property/studio"
"http://dbpedia.org/property/succeeded"
"http://dbpedia.org/property/clubs"
"http://dbpedia.org/property/currentMla"
"http://dbpedia.org/property/managerclubs"
"http://dbpedia.org/property/namedFor"
"http://dbpedia.org/property/notableStudents"
"http://dbpedia.org/property/premier"
"http://dbpedia.org/property/deputy"
"http://dbpedia.org/property/trainer"
"http://dbpedia.org/property/youthclubs"
"http://dbpedia.org/ontology/cinematography"
"http://dbpedia.org/ontology/commander"
"http://dbpedia.org/ontology/distributor"
"http://dbpedia.org/ontology/editing"
"http://dbpedia.org/ontology/editor"
"http://dbpedia.org/ontology/influencedBy"
"http://dbpedia.org/ontology/musicComposer"
"http://dbpedia.org/ontology/namedAfter"
